Horizon,Model,Mean Return (%),Total Return (%),Std Return (%),Median Return (%),Mean Sharpe,Mean Accuracy (%),Mean F1 Score,Positive Windows,Negative Windows,Total Windows
1day,ensemble_traditional,2.75199928873212,-15.956290068959934,31.519278558222574,-4.372706933062576,0.4069360214793435,56.043956043956044,0.5809249770903262,5,5,10
1day,lightgbm,2.9170073569748056,-16.00559417751063,31.990919921055568,-4.372706933062576,0.4194910265433231,53.2967032967033,0.5496670441842706,5,5,10
1day,lstm,1.7161651409777692,-16.87561303657522,28.273490983323214,-6.649521169245326,0.35295846368802686,53.296703296703306,0.520296426903406,5,5,10
1day,buy_and_hold,2.9773596713827244,-18.612525239712685,33.274844484580676,-3.9877868595626143,0.467986901019564,50.0,0.5,5,5,10
1day,xgboost,2.00047886859383,-19.164370691158293,29.65008659035531,-4.372706933062576,0.387114670670233,55.38461538461539,0.5748989657680318,5,5,10
28day,lstm,19.92620158545276,224.50306720906502,39.296671688100844,18.653054144600933,1.0116919249494767,44.7457627118644,0.4373956664084179,7,3,10
28day,lightgbm,18.872842770659908,204.36553550902025,38.61747836175586,10.021022921061618,0.9902346238716653,44.406779661016955,0.42574702997540664,7,3,10
28day,xgboost,18.631993160223054,197.65751327071587,38.68226548773697,9.24092170563905,0.9819222256462267,45.0,0.4460278433567937,7,3,10
28day,ensemble_traditional,18.640902070043744,197.403878351672,38.72850066026675,10.021022921061618,0.9791170110179286,44.15254237288135,0.4313059037949175,6,4,10
28day,transformer,17.484959867828124,154.75648045354666,40.256068015859704,15.134870637074993,0.9874170583871983,47.62711864406779,0.5288948931787031,6,4,10
28day,random_forest,16.94798437387958,146.07099960935216,39.933122553236956,10.021022921061618,0.8970632537310943,46.186440677966104,0.4507374348173879,6,4,10
28day,transformer_60day,8.055728689141443,100.70683269836564,14.337640829100055,0.0,1.6228679281043514,40.0,0.3083999257769749,4,2,10
28day,buy_and_hold,13.959648286145365,64.68689795013421,43.81338151925162,-3.788329116615785,0.8194061578323402,50.0,0.5,5,5,10
28day,lstm_60day,0.9120196297623151,1.170125334489125,11.87251442557213,0.0,0.5176210051145606,49.032258064516135,0.2548325172095664,3,1,10
60day,lstm,33.74373866207104,965.7241130288012,41.94516523817421,24.773862451037708,1.1418283292257116,45.06666666666666,0.4366448041684728,7,3,10
60day,xgboost,33.15374929407663,836.2915426590234,44.317572030308035,33.81818392565741,1.1709858178344226,40.00000000000001,0.376846062880567,7,3,10
60day,random_forest,33.221618228452535,831.2934280867962,44.66608528840229,39.334924646658344,1.155012920063858,41.13333333333333,0.3444565926454261,6,3,10
60day,lightgbm,32.11358092866701,750.8472947892247,44.514891442559836,32.727642072428495,1.0980956856413457,44.39999999999999,0.36389245279974436,6,3,10
60day,ensemble_traditional,29.497777294321182,591.5969844088934,45.11394108987611,20.71571997600159,0.9735091508188166,42.06666666666667,0.3744892919893722,6,3,10
60day,transformer,28.88780657415331,556.2348414563705,45.13271509296992,18.936089808574653,0.9599533909166496,44.06666666666666,0.37071289400232044,6,3,10
60day,buy_and_hold,23.695214969471966,229.25689988493662,51.888644608628454,3.2308907960849123,0.8894761323250775,50.0,0.5,5,5,10
60day,lstm_60day,3.1799033334692064,30.768004537729144,10.175062312690638,0.0,0.33966183368228725,45.16129032258065,0.13069303201506594,2,2,10
60day,transformer_60day,-0.398770452629107,-8.259834560341739,9.886459466791072,0.0,-0.2826075405294811,44.19354838709677,0.2014102564102564,1,3,10
7day,lstm_60day,8.016300864657856,97.70045914146053,15.09769316117512,0.0,1.318624364162944,46.4516129032258,0.2842894472731345,4,1,10
7day,lstm,10.519822521373161,90.5998805849595,30.336731999982618,1.5558181895042988,0.8133656719292137,47.73195876288659,0.47496524132392376,5,5,10
7day,random_forest,10.167141534550513,84.55475427193946,30.259877432171113,-2.3076807495639007,0.7430575761521184,45.56701030927835,0.39227316990902317,5,5,10
7day,transformer,9.169848864587173,66.3717840941062,30.80171224953422,-4.6777097233634715,0.6658792480167993,44.84536082474227,0.42904088899604825,4,6,10
7day,ensemble_traditional,9.382236495403653,64.72106712051846,31.552914558330215,0.5808465230853321,0.7803573453599407,45.56701030927835,0.41669976347215715,5,5,10
7day,xgboost,9.382236495403653,64.72106712051846,31.552914558330215,0.5808465230853321,0.7803573453599407,46.49484536082474,0.4306316530273282,5,5,10
7day,lightgbm,7.790902721313521,42.365751364553425,31.567855249062767,-7.700898060553952,0.5904727246484545,45.97938144329897,0.44485036066815475,4,6,10
7day,buy_and_hold,8.458647938432701,39.92033703433766,34.267627153037935,-1.865768155707992,0.7382008100827688,50.0,0.5,5,5,10
7day,transformer_60day,-0.6639475667452488,-6.639475667452488,1.991842700235746,0.0,-0.15728541754582953,38.387096774193544,0.05,0,1,10
