Horizon,Model,Mean Return (%),Total Return (%),Std Return (%),Median Return (%),Mean Sharpe,Mean Accuracy (%),Mean F1 Score,Positive Windows,Negative Windows,Total Windows
14day,lightgbm,16.07453890999239,173.89824133658158,34.80774964027485,14.036997572206323,0.8820026732936244,50.76923076923077,0.41986051258977486,6,4,10
14day,ensemble_traditional,14.83630193157123,142.07120637276284,35.05329126022435,14.036997572206323,0.821965388349396,50.76923076923077,0.46401625360322524,6,4,10
14day,xgboost,14.629999765184163,135.51592634235607,35.285478128066075,14.036997572206323,0.807987292858433,50.57692307692307,0.4614331028689803,6,4,10
14day,transformer,13.61685005709389,128.57493251314108,33.73835351257927,6.304932278025433,0.8245370590907347,51.92307692307693,0.5192631897318952,6,4,10
14day,lstm,14.481453949495544,124.87776223787552,36.50495381609145,14.036997572206323,0.812667937462607,49.03846153846154,0.46663555232870524,6,4,10
14day,random_forest,10.49188002316264,60.84954294391298,35.73694019496719,1.8236177603256187,0.666289762052658,49.23076923076923,0.47333412337331693,5,5,10
14day,transformer_60day,4.742718891414708,49.60512402753541,12.542923534866276,0.0,0.5294666417384933,33.54838709677419,0.14141553172993335,2,2,10
14day,lstm_60day,4.436946157609639,38.33362330378871,15.850357663523361,0.0,0.9537363414544885,38.06451612903225,0.22171814671814674,3,1,10
14day,buy_and_hold,8.01639860629288,7.930705132222737,39.944080548610614,-3.612187572924963,0.6089002303871385,50.0,0.5,5,5,10
1day,transformer_60day,0.9777678055989858,8.978455770956483,4.951702861252269,0.0,-0.08526886838381804,48.38709677419356,0.18157835975629205,2,1,10
1day,transformer,4.448295160342752,1.8376637355377312,30.49284862840846,5.218066342321858,0.4701596818036859,54.285714285714285,0.5026300561670767,6,4,10
1day,lstm_60day,0.1551138028553034,-1.6374987879325231,7.982796023261236,0.0,-0.1207501721084006,49.67741935483872,0.20377671636030298,2,1,10
1day,random_forest,2.936272371758233,-15.592464823217977,31.921465054670602,-4.847059309111346,0.4139631288190279,54.28571428571429,0.5723167751619556,5,5,10
